edge_3683l	barrnap:0.9	rRNA	163	1646	0	-	.	ID=AAHFOCED_00001;locus_tag=AAHFOCED_00001;product=16S ribosomal RNA
edge_3683l	Prodigal:002006	CDS	1089347	1090378	.	-	0	ID=AAHFOCED_01160;db_xref=COG:COG0391;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9K706;locus_tag=AAHFOCED_01160;product=Gluconeogenesis factor
edge_3683l	Prodigal:002006	CDS	1090419	1091267	.	+	0	ID=AAHFOCED_01161;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01161;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1091268	1092794	.	-	0	ID=AAHFOCED_01162;eC_number=3.6.4.12;Name=recD2;gene=recD2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01488;locus_tag=AAHFOCED_01162;product=ATP-dependent RecD-like DNA helicase
edge_3683l	Prodigal:002006	CDS	1092847	1093479	.	+	0	ID=AAHFOCED_01163;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01163;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1093495	1095090	.	-	0	ID=AAHFOCED_01164;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01164;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1095129	1095581	.	-	0	ID=AAHFOCED_01165;eC_number=3.1.26.4;Name=rnhA_2;db_xref=COG:COG0328;gene=rnhA_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P29253;locus_tag=AAHFOCED_01165;product=Ribonuclease H
edge_3683l	Prodigal:002006	CDS	1095622	1096836	.	-	0	ID=AAHFOCED_01166;eC_number=6.3.2.17;Name=fpgS;gene=fpgS;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P15925;locus_tag=AAHFOCED_01166;product=Folylpolyglutamate synthase
edge_3683l	Prodigal:002006	CDS	1096881	1097279	.	-	0	ID=AAHFOCED_01167;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01167;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1097323	1098186	.	-	0	ID=AAHFOCED_01168;eC_number=3.1.4.53;Name=cpdA;gene=cpdA;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00905;locus_tag=AAHFOCED_01168;product=3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA
edge_3683l	Prodigal:002006	CDS	1098191	1098598	.	-	0	ID=AAHFOCED_01169;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01169;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1098655	1098939	.	-	0	ID=AAHFOCED_01170;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01170;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1098936	1099292	.	-	0	ID=AAHFOCED_01171;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01171;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1099294	1100658	.	-	0	ID=AAHFOCED_01172;eC_number=6.1.1.14;Name=glyQS;db_xref=COG:COG0423;gene=glyQS;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P56206;locus_tag=AAHFOCED_01172;product=Glycine--tRNA ligase
edge_3683l	Prodigal:002006	CDS	1100943	1101179	.	-	0	ID=AAHFOCED_01173;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01173;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1101176	1101601	.	-	0	ID=AAHFOCED_01174;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01174;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1101714	1101866	.	-	0	ID=AAHFOCED_01175;Name=recO;gene=recO;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00201;locus_tag=AAHFOCED_01175;product=DNA repair protein RecO
edge_3683l	Prodigal:002006	CDS	1101863	1102228	.	-	0	ID=AAHFOCED_01176;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01176;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1102225	1102956	.	-	0	ID=AAHFOCED_01177;eC_number=2.7.-.-;Name=sasA_6;gene=sasA_6;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01837;locus_tag=AAHFOCED_01177;product=Adaptive-response sensory-kinase SasA
edge_3683l	Prodigal:002006	CDS	1102995	1103666	.	-	0	ID=AAHFOCED_01178;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01178;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1103678	1104199	.	-	0	ID=AAHFOCED_01179;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01179;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1104200	1104409	.	-	0	ID=AAHFOCED_01180;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01180;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1104396	1105484	.	-	0	ID=AAHFOCED_01181;eC_number=3.1.11.6;Name=xseA;db_xref=COG:COG1570;gene=xseA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P04994;locus_tag=AAHFOCED_01181;product=Exodeoxyribonuclease 7 large subunit
edge_3683l	Prodigal:002006	CDS	1105462	1106373	.	-	0	ID=AAHFOCED_01182;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01182;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1106486	1107697	.	+	0	ID=AAHFOCED_01183;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01183;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1107816	1108727	.	-	0	ID=AAHFOCED_01184;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01184;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1108934	1109443	.	-	0	ID=AAHFOCED_01185;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01185;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1109651	1109923	.	+	0	ID=AAHFOCED_01186;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01186;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1109978	1110370	.	-	0	ID=AAHFOCED_01187;Name=walR_2;db_xref=COG:COG0745;gene=walR_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P37478;locus_tag=AAHFOCED_01187;product=Transcriptional regulatory protein WalR
edge_3683l	Prodigal:002006	CDS	1110385	1111593	.	-	0	ID=AAHFOCED_01188;eC_number=3.4.21.-;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q7A5M9;locus_tag=AAHFOCED_01188;product=putative CtpA-like serine protease
edge_3683l	Prodigal:002006	CDS	1111661	1112029	.	+	0	ID=AAHFOCED_01189;eC_number=3.2.2.-;Name=DNPH1;gene=DNPH1;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_03036;locus_tag=AAHFOCED_01189;product=2'-deoxynucleoside 5'-phosphate N-hydrolase 1
edge_3683l	Prodigal:002006	CDS	1112015	1112608	.	-	0	ID=AAHFOCED_01190;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01190;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1112612	1113805	.	-	0	ID=AAHFOCED_01191;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01191;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1113861	1115045	.	-	0	ID=AAHFOCED_01192;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01192;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1115100	1116077	.	-	0	ID=AAHFOCED_01193;Name=ftsX;db_xref=COG:COG2177;gene=ftsX;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q81X30;locus_tag=AAHFOCED_01193;product=Cell division protein FtsX
edge_3683l	Prodigal:002006	CDS	1116079	1116762	.	-	0	ID=AAHFOCED_01194;Name=ftsE;db_xref=COG:COG2884;gene=ftsE;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O34814;locus_tag=AAHFOCED_01194;product=Cell division ATP-binding protein FtsE
edge_3683l	Prodigal:002006	CDS	1116810	1117499	.	-	0	ID=AAHFOCED_01195;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01195;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1117536	1118615	.	-	0	ID=AAHFOCED_01196;Name=prfB;db_xref=COG:COG1186;gene=prfB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A0QU58;locus_tag=AAHFOCED_01196;product=Peptide chain release factor 2
edge_3683l	Prodigal:002006	CDS	1118640	1119902	.	-	0	ID=AAHFOCED_01197;eC_number=5.1.1.23;Name=murL;gene=murL;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0DQD8;locus_tag=AAHFOCED_01197;product=UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase
edge_3683l	Prodigal:002006	CDS	1119899	1121173	.	-	0	ID=AAHFOCED_01198;eC_number=6.3.2.9;Name=murD;db_xref=COG:COG0771;gene=murD;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0C0D7;locus_tag=AAHFOCED_01198;product=UDP-N-acetylmuramoylalanine--D-glutamate ligase
edge_3683l	Prodigal:002006	CDS	1121193	1122479	.	-	0	ID=AAHFOCED_01199;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01199;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1122476	1124875	.	-	0	ID=AAHFOCED_01200;Name=secA;db_xref=COG:COG0653;gene=secA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P28366;locus_tag=AAHFOCED_01200;product=Protein translocase subunit SecA
edge_3683l	Prodigal:002006	CDS	1124901	1125092	.	-	0	ID=AAHFOCED_01201;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01201;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1125182	1125556	.	-	0	ID=AAHFOCED_01202;Name=hpf;gene=hpf;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00839;locus_tag=AAHFOCED_01202;product=Ribosome hibernation promoting factor
edge_3683l	Prodigal:002006	CDS	1125619	1126914	.	-	0	ID=AAHFOCED_01203;eC_number=6.1.1.11;Name=serS;db_xref=COG:COG0172;gene=serS;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O66647;locus_tag=AAHFOCED_01203;product=Serine--tRNA ligase
edge_3683l	Prodigal:002006	CDS	1126945	1128315	.	-	0	ID=AAHFOCED_01204;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01204;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1128315	1129046	.	-	0	ID=AAHFOCED_01205;eC_number=3.6.3.-;Name=lolD_2;db_xref=COG:COG1136;gene=lolD_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P75957;locus_tag=AAHFOCED_01205;product=Lipoprotein-releasing system ATP-binding protein LolD
edge_3683l	Prodigal:002006	CDS	1129086	1130843	.	-	0	ID=AAHFOCED_01206;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01206;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1130877	1131413	.	-	0	ID=AAHFOCED_01207;eC_number=1.6.5.7;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:D3KVM6;locus_tag=AAHFOCED_01207;product=2-hydroxy-1%2C4-benzoquinone reductase
edge_3683l	Prodigal:002006	CDS	1131546	1133060	.	-	0	ID=AAHFOCED_01208;eC_number=6.1.1.6;Name=lysS;gene=lysS;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P67610;locus_tag=AAHFOCED_01208;product=Lysine--tRNA ligase
edge_3683l	Prodigal:002006	CDS	1133355	1134035	.	+	0	ID=AAHFOCED_01209;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01209;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1134091	1134546	.	-	0	ID=AAHFOCED_01210;Name=greA_2;db_xref=COG:COG0782;gene=greA_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P80240;locus_tag=AAHFOCED_01210;product=Transcription elongation factor GreA
edge_3683l	Prodigal:002006	CDS	1134628	1135869	.	-	0	ID=AAHFOCED_01211;eC_number=6.1.1.15;Name=proS_2;db_xref=COG:COG0442;gene=proS_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q6N5P6;locus_tag=AAHFOCED_01211;product=Proline--tRNA ligase
edge_3683l	Prodigal:002006	CDS	1136010	1136804	.	-	0	ID=AAHFOCED_01212;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01212;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1136883	1137935	.	-	0	ID=AAHFOCED_01213;eC_number=3.4.24.-;Name=mmpA;db_xref=COG:COG0750;gene=mmpA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9A710;locus_tag=AAHFOCED_01213;product=Metalloprotease MmpA
edge_3683l	Prodigal:002006	CDS	1137942	1138496	.	-	0	ID=AAHFOCED_01214;Name=frr;db_xref=COG:COG0233;gene=frr;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P81101;locus_tag=AAHFOCED_01214;product=Ribosome-recycling factor
edge_3683l	Prodigal:002006	CDS	1138570	1139166	.	-	0	ID=AAHFOCED_01215;Name=tsf;db_xref=COG:COG0264;gene=tsf;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P43895;locus_tag=AAHFOCED_01215;product=Elongation factor Ts
edge_3683l	Prodigal:002006	CDS	1139166	1139864	.	-	0	ID=AAHFOCED_01216;Name=rpsB;gene=rpsB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P66544;locus_tag=AAHFOCED_01216;product=30S ribosomal protein S2
edge_3683l	Prodigal:002006	CDS	1139974	1140546	.	-	0	ID=AAHFOCED_01217;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01217;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1140674	1141159	.	+	0	ID=AAHFOCED_01218;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01218;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1141245	1141574	.	+	0	ID=AAHFOCED_01219;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01219;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1141811	1142701	.	+	0	ID=AAHFOCED_01220;Name=prfA;db_xref=COG:COG0216;gene=prfA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P96077;locus_tag=AAHFOCED_01220;product=Peptide chain release factor 1
edge_3683l	Prodigal:002006	CDS	1142764	1143588	.	+	0	ID=AAHFOCED_01221;eC_number=2.1.1.297;Name=prmC;db_xref=COG:COG2890;gene=prmC;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0ACC1;locus_tag=AAHFOCED_01221;product=Release factor glutamine methyltransferase
edge_3683l	Prodigal:002006	CDS	1143585	1144775	.	-	0	ID=AAHFOCED_01222;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01222;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1144814	1145605	.	-	0	ID=AAHFOCED_01223;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01223;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1145633	1147309	.	-	0	ID=AAHFOCED_01224;eC_number=2.7.8.-;Name=tagU;gene=tagU;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01140;locus_tag=AAHFOCED_01224;product=Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
edge_3683l	Prodigal:002006	CDS	1147393	1147998	.	+	0	ID=AAHFOCED_01225;eC_number=3.4.21.89;Name=sipU;db_xref=COG:COG0681;gene=sipU;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P42959;locus_tag=AAHFOCED_01225;product=Signal peptidase I U
edge_3683l	Prodigal:002006	CDS	1147995	1148873	.	-	0	ID=AAHFOCED_01226;Name=parB;db_xref=COG:COG1475;gene=parB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q83AH2;locus_tag=AAHFOCED_01226;product=putative chromosome-partitioning protein ParB
edge_3683l	Prodigal:002006	CDS	1148863	1149624	.	-	0	ID=AAHFOCED_01227;eC_number=3.6.-.-;Name=soj;db_xref=COG:COG1192;gene=soj;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P37522;locus_tag=AAHFOCED_01227;product=Sporulation initiation inhibitor protein Soj
edge_3683l	Prodigal:002006	CDS	1149726	1150031	.	-	0	ID=AAHFOCED_01228;Name=rplU;db_xref=COG:COG0261;gene=rplU;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P26908;locus_tag=AAHFOCED_01228;product=50S ribosomal protein L21
edge_3683l	Prodigal:002006	CDS	1150098	1150919	.	-	0	ID=AAHFOCED_01229;eC_number=2.7.7.9;Name=galU;db_xref=COG:COG1210;gene=galU;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0AEP6;locus_tag=AAHFOCED_01229;product=UTP--glucose-1-phosphate uridylyltransferase
edge_3683l	Prodigal:002006	CDS	1150982	1151371	.	-	0	ID=AAHFOCED_01230;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01230;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1151398	1151607	.	-	0	ID=AAHFOCED_01231;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01231;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1151683	1152114	.	+	0	ID=AAHFOCED_01232;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01232;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1152111	1153010	.	-	0	ID=AAHFOCED_01233;eC_number=1.-.-.-;Name=yghA;gene=yghA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0AG84;locus_tag=AAHFOCED_01233;product=putative oxidoreductase YghA
edge_3683l	Prodigal:002006	CDS	1153076	1153654	.	-	0	ID=AAHFOCED_01234;eC_number=3.2.2.-;db_xref=COG:COG2094;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WJP7;locus_tag=AAHFOCED_01234;product=Putative 3-methyladenine DNA glycosylase
edge_3683l	Prodigal:002006	CDS	1153657	1154088	.	-	0	ID=AAHFOCED_01235;eC_number=3.6.1.22;Name=nudC;gene=nudC;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00297;locus_tag=AAHFOCED_01235;product=NADH pyrophosphatase
edge_3683l	Prodigal:002006	CDS	1154088	1156994	.	-	0	ID=AAHFOCED_01236;eC_number=6.1.1.5;Name=ileS2;gene=ileS2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8L1B1;locus_tag=AAHFOCED_01236;product=Isoleucine--tRNA ligase 2
edge_3683l	Prodigal:002006	CDS	1156994	1157788	.	-	0	ID=AAHFOCED_01237;eC_number=3.1.3.11;Name=suhB_2;db_xref=COG:COG0483;gene=suhB_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O67791;locus_tag=AAHFOCED_01237;product=Fructose-1%2C6-bisphosphatase/inositol-1-monophosphatase
edge_3683l	Prodigal:002006	CDS	1158078	1158698	.	-	0	ID=AAHFOCED_01238;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01238;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1158688	1158948	.	-	0	ID=AAHFOCED_01239;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01239;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1158945	1159409	.	-	0	ID=AAHFOCED_01240;Name=nrdR;db_xref=COG:COG1327;gene=nrdR;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P67318;locus_tag=AAHFOCED_01240;product=Transcriptional repressor NrdR
edge_3683l	Prodigal:002006	CDS	1159425	1160630	.	-	0	ID=AAHFOCED_01241;Name=ftsZ;db_xref=COG:COG0206;gene=ftsZ;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P17865;locus_tag=AAHFOCED_01241;product=Cell division protein FtsZ
edge_3683l	Prodigal:002006	CDS	1160693	1161931	.	-	0	ID=AAHFOCED_01242;Name=ftsA_3;db_xref=COG:COG0849;gene=ftsA_3;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P28264;locus_tag=AAHFOCED_01242;product=Cell division protein FtsA
edge_3683l	Prodigal:002006	CDS	1161983	1162738	.	-	0	ID=AAHFOCED_01243;eC_number=3.4.11.18;Name=map;db_xref=COG:COG0024;gene=map;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P19994;locus_tag=AAHFOCED_01243;product=Methionine aminopeptidase 1
edge_3683l	Prodigal:002006	CDS	1162741	1163271	.	-	0	ID=AAHFOCED_01244;eC_number=2.7.4.3;Name=adk;db_xref=COG:COG0563;gene=adk;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A0QSH8;locus_tag=AAHFOCED_01244;product=Adenylate kinase
edge_3683l	Prodigal:002006	CDS	1163284	1163739	.	-	0	ID=AAHFOCED_01245;Name=yqeY;db_xref=COG:COG1610;gene=yqeY;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P54464;locus_tag=AAHFOCED_01245;product=putative protein YqeY
edge_3683l	Prodigal:002006	CDS	1163743	1163988	.	-	0	ID=AAHFOCED_01246;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01246;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1164016	1165710	.	-	0	ID=AAHFOCED_01247;eC_number=3.1.-.-;Name=recJ;db_xref=COG:COG0608;gene=recJ;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P21893;locus_tag=AAHFOCED_01247;product=Single-stranded-DNA-specific exonuclease RecJ
edge_3683l	Prodigal:002006	CDS	1165837	1166010	.	-	0	ID=AAHFOCED_01248;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01248;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1166173	1168110	.	+	0	ID=AAHFOCED_01249;eC_number=3.6.4.-;Name=priA;db_xref=COG:COG1198;gene=priA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P17888;locus_tag=AAHFOCED_01249;product=Primosomal protein N'
edge_3683l	Prodigal:002006	CDS	1168138	1168713	.	+	0	ID=AAHFOCED_01250;eC_number=3.5.1.88;Name=def_2;gene=def_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q4QMV6;locus_tag=AAHFOCED_01250;product=Peptide deformylase
edge_3683l	Prodigal:002006	CDS	1168706	1169611	.	+	0	ID=AAHFOCED_01251;eC_number=2.1.2.9;Name=fmt;db_xref=COG:COG0223;gene=fmt;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P23882;locus_tag=AAHFOCED_01251;product=Methionyl-tRNA formyltransferase
